Experiment;ID;Sex;Age_Days;ConContext;Identity_change;Location_change;ConSoc;ConOut;Condition;ObjectPos;ObjectPosAct;TrialRun;TrialCon;LTScreenOut;LTObjectOut;FirstLookDurationObjectOut;FirstLookDurationScreen;TotalLTScreenAct;TotalLTObjectAct;TotalLTActorAct;TotalLTFaceAct;TotalLTObjectOut;OutcomeDuration;trial_valid;trial_LOB_Act;Actor;Object
1;36;F;275;1;1;0;COM;IDENTITY;2;1;0;1;1;4947;4248;1383;2565;14222;0;12474;11575;4427;15118;1;0;A1;OBJ-10
1;36;F;275;0;1;0;NCOM;IDENTITY;5;1;1;2;1;2283;1599;1283;2515;12725;799;11926;11343;4164;15142;1;1;A2;OBJ-7
1;36;F;275;0;0;1;NCOM;LOCATION;6;0;0;3;1;9460;9077;1782;1782;13240;0;13240;12557;9077;15143;1;0;A1;OBJ-2
1;36;F;275;1;0;1;COM;LOCATION;3;0;0;4;1;4996;4263;850;2249;14304;2135;12169;11836;6362;15157;1;1;A2;OBJ-4
1;36;F;275;0;0;0;NCOM;NO;4;1;1;5;1;6379;3781;983;1632;14425;916;13509;12909;4996;15153;1;1;A1;OBJ-5
1;36;F;275;1;0;0;COM;NO;1;0;1;6;1;10257;583;583;2698;14557;0;13658;13658;8041;15137;1;0;A2;OBJ-11
1;36;F;275;0;0;1;NCOM;LOCATION;6;1;1;7;2;5262;3714;717;717;12975;1999;10876;10876;3714;15114;1;1;A1;OBJ-1
1;36;F;275;0;1;0;NCOM;IDENTITY;5;0;0;8;2;2165;2165;750;1316;13608;1149;12459;12309;3448;15150;1;1;A2;OBJ-8
1;36;F;275;1;0;0;COM;NO;1;1;0;9;2;1816;1099;1116;1948;13309;0;12293;11410;1099;9419;1;0;A2;OBJ-12
1;36;F;275;0;0;0;NCOM;NO;4;0;0;10;2;1882;1699;633;633;9226;383;8643;8643;4497;15152;1;1;A1;OBJ-6
1;36;F;275;1;1;0;COM;IDENTITY;2;0;1;11;2;4848;4848;1616;1616;8247;0;5948;5948;8779;15131;1;0;A1;OBJ-9
1;36;F;275;1;0;1;COM;LOCATION;3;1;1;12;2;3430;2881;932;1832;14523;533;13990;13990;6211;15133;1;1;A2;OBJ-3
1;37;F;282;1;0;0;COM;NO;1;1;1;1;1;8626;6511;633;1249;10460;1366;8927;8760;6511;15165;1;1;A1;OBJ-1
1;37;F;282;0;0;1;NCOM;LOCATION;6;0;1;2;1;4613;3180;533;566;13474;0;11293;11193;3180;15126;1;0;A2;OBJ-7
1;37;F;282;0;1;0;NCOM;IDENTITY;5;0;0;3;1;1817;1817;166;1765;9994;1066;8711;8511;5748;15152;1;1;A2;OBJ-16
1;37;F;282;1;1;0;COM;IDENTITY;2;1;0;4;1;5063;3964;2565;5197;11375;0;8611;8012;4857;15167;1;0;A1;OBJ-6
1;37;F;282;1;0;1;COM;LOCATION;3;1;1;5;1;4480;4480;866;1848;11241;1049;9659;9542;4978;15087;1;1;A1;OBJ-13
1;37;F;282;0;0;0;NCOM;NO;4;0;0;6;1;3781;2981;350;2931;12308;799;11509;11509;4530;15137;1;1;A2;OBJ-4
1;37;F;282;0;0;0;NCOM;NO;4;1;1;7;2;667;450;466;1649;12940;366;12574;12307;2055;15144;1;1;A2;OBJ-3
1;37;F;282;1;1;0;COM;IDENTITY;2;0;1;8;2;483;483;483;483;7194;267;5761;5761;5246;15138;1;1;A1;OBJ-5
1;37;F;282;1;0;1;COM;LOCATION;3;0;0;9;2;667;600;350;1066;11876;2182;9694;9694;966;15112;1;1;A1;OBJ-14
1;37;F;282;0;1;0;NCOM;IDENTITY;5;1;1;10;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;15128;0;0;A2;OBJ-15
1;37;F;282;1;0;0;COM;NO;1;0;0;11;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;15154;0;0;A1;OBJ-2
1;37;F;282;0;0;1;NCOM;LOCATION;6;1;0;12;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;15152;0;0;A2;OBJ-8
1;38;M;286;1;1;0;COM;IDENTITY;2;1;1;1;1;3581;2648;1382;3981;13509;1550;11809;11809;4913;15121;1;1;A1;OBJ-5
1;38;M;286;1;0;0;COM;NO;1;0;0;2;1;9275;6561;1166;2531;14224;833;12542;12392;7144;15146;1;1;A1;OBJ-10
1;38;M;286;0;0;1;NCOM;LOCATION;6;0;1;3;1;10625;8510;2948;9410;14672;0;14489;14489;8510;15143;1;0;A2;OBJ-15
1;38;M;286;0;0;0;NCOM;NO;4;1;1;4;1;10704;9670;1516;9627;14458;916;13542;13409;9670;15130;1;1;A2;OBJ-11
1;38;M;286;1;0;1;COM;LOCATION;3;1;0;5;1;11452;9254;1349;6013;14606;0;14056;13889;9254;15133;1;0;A1;OBJ-14
1;38;M;286;0;1;0;NCOM;IDENTITY;5;0;0;6;1;7545;6746;2032;5047;14673;200;14473;14340;7083;15143;1;1;A2;OBJ-8
1;38;M;286;0;0;1;NCOM;LOCATION;6;1;0;7;2;3814;3581;2332;2915;13990;0;13707;13707;6246;15129;1;0;A2;OBJ-16
1;38;M;286;1;0;0;COM;NO;1;1;1;8;2;1632;1449;666;1565;14509;516;13742;13742;6513;15150;1;1;A1;OBJ-9
1;38;M;286;0;1;0;NCOM;IDENTITY;5;1;1;9;2;7228;5662;1249;2132;14291;383;13458;13458;5662;15160;1;1;A2;OBJ-7
1;38;M;286;0;0;0;NCOM;NO;4;0;0;10;2;8261;5229;766;1116;14273;833;13440;12824;5997;15141;1;1;A2;OBJ-12
1;38;M;286;1;0;1;COM;LOCATION;3;0;1;11;2;8130;6897;650;2582;14525;0;13392;12992;6897;15105;1;0;A1;OBJ-13
1;38;M;286;1;1;0;COM;IDENTITY;2;0;0;12;2;8379;8146;3614;3880;14442;1133;13309;11560;8146;15136;1;1;A1;OBJ-6
1;39;F;280;0;1;0;NCOM;IDENTITY;5;0;0;1;1;3964;2648;1982;3081;12393;1482;10911;10911;4729;15118;1;1;A1;OBJ-10
1;39;F;280;0;0;1;NCOM;LOCATION;6;1;0;2;1;3898;3565;1466;2532;10875;0;8659;8277;6779;15130;1;0;A1;OBJ-2
1;39;F;280;1;0;0;COM;NO;1;1;1;3;1;6328;3814;249;249;12141;283;11675;11109;4630;15147;1;1;A2;OBJ-15
1;39;F;280;1;1;0;COM;IDENTITY;2;0;0;4;1;8261;5262;2648;4930;11306;1065;9958;9958;6978;15150;1;1;A2;OBJ-12
1;39;F;280;0;0;0;NCOM;NO;4;1;1;5;1;699;466;467;750;8861;800;7612;7612;4529;15121;1;1;A1;OBJ-13
1;39;F;280;1;0;1;COM;LOCATION;3;0;1;6;1;3064;2665;1949;4414;10459;0;9444;9444;4663;15139;1;0;A2;OBJ-3
1;39;F;280;0;1;0;NCOM;IDENTITY;5;1;1;7;2;3397;3081;499;1465;11760;917;10643;10643;4247;15118;1;1;A1;OBJ-9
1;39;F;280;1;0;0;COM;NO;1;0;0;8;2;2432;1000;1016;2048;7730;0;7063;7063;1350;9718;1;0;A2;OBJ-16
1;39;F;280;0;0;1;NCOM;LOCATION;6;0;1;9;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;11742;0;0;A1;OBJ-1
1;39;F;280;1;1;0;COM;IDENTITY;2;1;1;10;2;2199;2199;1465;1465;10794;900;9795;9328;3016;12242;1;1;A2;OBJ-11
1;39;F;280;1;0;1;COM;LOCATION;3;1;0;11;2;4781;4048;700;2798;8530;0;8130;8130;7246;15132;1;0;A2;OBJ-4
1;39;F;280;0;0;0;NCOM;NO;4;0;0;12;2;1516;1316;799;1632;6530;948;5582;5582;2216;11098;1;1;A1;OBJ-14
1;40;F;297;1;0;0;COM;NO;1;1;1;1;1;4996;3631;949;4163;14124;1833;12291;12291;6263;15149;1;1;A1;OBJ-1
1;40;F;297;0;0;1;NCOM;LOCATION;6;0;1;2;1;9345;8845;1499;1749;11691;0;9443;9443;8845;15138;1;0;A2;OBJ-7
1;40;F;297;0;1;0;NCOM;IDENTITY;5;0;0;3;1;7571;3780;2048;2298;13774;1832;11942;11942;6771;15132;1;1;A2;OBJ-16
1;40;F;297;1;0;1;COM;LOCATION;3;1;0;4;1;2199;1166;1216;2165;12176;0;8260;8260;3281;15130;1;0;A1;OBJ-6
1;40;F;297;1;1;0;COM;IDENTITY;2;1;1;5;1;8611;1182;1183;1566;10176;1199;8977;8977;6295;15091;1;1;A1;OBJ-13
1;40;F;297;0;0;0;NCOM;NO;4;0;0;6;1;5113;1533;1549;1549;9727;1582;7978;7978;4614;15133;1;1;A2;OBJ-4
1;40;F;297;0;0;0;NCOM;NO;4;1;1;7;2;1716;1166;966;1616;12690;1100;11590;11357;1166;8261;1;1;A2;OBJ-3
1;40;F;297;1;0;1;COM;LOCATION;3;0;1;8;2;1315;799;800;1382;13674;0;11042;11042;5745;15125;1;0;A1;OBJ-5
1;40;F;297;1;1;0;COM;IDENTITY;2;0;0;9;2;9528;2714;417;2532;12541;1249;11042;11042;6279;15113;1;1;A1;OBJ-14
1;40;F;297;0;1;0;NCOM;IDENTITY;5;1;1;10;2;8560;5896;2548;2548;10060;917;8660;8460;7295;15129;1;1;A2;OBJ-15
1;40;F;297;1;0;0;COM;NO;1;0;0;11;2;3265;2432;1066;2648;9944;2799;6845;6595;6974;15151;1;1;A1;OBJ-2
1;40;F;297;0;0;1;NCOM;LOCATION;6;1;0;12;2;3598;2266;1632;3847;13940;0;11992;11992;5361;15152;1;0;A2;OBJ-8
1;41;M;286;1;1;0;COM;IDENTITY;2;1;1;1;1;11817;9752;1366;3681;13675;2300;11375;10193;9752;15148;1;1;A1;OBJ-5
1;41;M;286;1;0;0;COM;NO;1;0;0;2;1;6163;2298;716;1849;13723;916;12807;11942;3814;15162;1;1;A1;OBJ-10
1;41;M;286;0;0;1;NCOM;LOCATION;6;0;1;3;1;7361;5495;1199;3898;7227;0;4447;4447;6611;15114;1;0;A2;OBJ-15
1;41;M;286;0;0;0;NCOM;NO;4;1;1;4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;15151;0;0;A2;OBJ-11
1;41;M;286;1;0;1;COM;LOCATION;3;1;0;5;1;1483;933;933;1565;14277;350;10694;9378;933;8310;1;1;A1;OBJ-14
1;41;M;286;0;1;0;NCOM;IDENTITY;5;0;0;6;1;1117;516;516;1282;11759;2681;8478;7861;1682;15148;1;1;A2;OBJ-8
1;41;M;286;0;0;1;NCOM;LOCATION;6;1;0;7;2;1766;866;866;1415;6363;0;4380;3214;5780;15140;1;0;A2;OBJ-16
1;41;M;286;1;0;0;COM;NO;1;1;1;8;2;916;683;683;683;12110;750;11027;10844;2232;15124;1;1;A1;OBJ-9
1;41;M;286;0;1;0;NCOM;IDENTITY;5;1;1;9;2;1365;1365;1432;1432;9276;933;8343;6444;3781;15148;1;1;A2;OBJ-7
1;41;M;286;0;0;0;NCOM;NO;4;0;0;10;2;682;682;699;699;14242;766;13476;13476;749;15148;1;1;A2;OBJ-12
1;41;M;286;1;0;1;COM;LOCATION;3;0;1;11;2;1433;500;500;733;1449;0;1449;1449;500;15122;1;0;A1;OBJ-13
1;41;M;286;1;1;0;COM;IDENTITY;2;0;0;12;2;999;999;1000;1000;7411;1066;6345;6345;999;13744;1;1;A1;OBJ-6
2;1;F;283;1;0;0;COM;NO;1;1;1;1;1;1566;683;150;1765;11562;0;11278;10911;683;12561;1;0;D1;OBJ-1
2;1;F;283;0;0;1;NCOM;LOCATION;6;0;1;2;1;2332;1566;1583;2465;7144;0;6561;6561;1566;7114;1;0;D2;OBJ-7
2;1;F;283;0;1;0;NCOM;IDENTITY;5;0;0;3;1;2216;2049;1366;2382;5879;983;4896;4896;2049;7902;1;1;D2;OBJ-16
2;1;F;283;1;0;1;COM;LOCATION;3;1;0;4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;6737;0;0;D1;OBJ-6
2;1;F;283;1;1;0;COM;IDENTITY;2;1;1;5;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;8083;0;0;D1;OBJ-13
2;1;F;283;0;0;0;NCOM;NO;4;0;0;6;1;1983;1583;1616;2066;6830;583;5614;5431;1583;6355;1;1;D2;OBJ-4
2;1;F;283;0;0;0;NCOM;NO;4;1;1;7;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;7351;0;0;D2;OBJ-3
2;1;F;283;1;0;1;COM;LOCATION;3;0;1;8;2;1616;1616;1632;1632;8578;0;6496;6496;1616;7075;1;0;D1;OBJ-5
2;1;F;283;1;1;0;COM;IDENTITY;2;0;0;9;2;1865;1665;1666;1916;6196;1299;4347;3897;1732;15137;1;1;D1;OBJ-14
2;1;F;283;0;1;0;NCOM;IDENTITY;5;1;1;10;2;2481;1665;1415;2765;4748;0;4365;4048;2465;14326;1;0;D2;OBJ-15
2;1;F;283;1;0;0;COM;NO;1;0;0;11;2;3613;2198;1932;4047;8394;3947;3964;3964;3980;14225;1;1;D1;OBJ-2
2;1;F;283;0;0;1;NCOM;LOCATION;6;1;0;12;2;650;650;650;650;6195;0;3314;3131;650;5528;1;0;D2;OBJ-8
2;2;M;296;0;0;0;NCOM;NO;4;0;1;1;1;11661;11161;2598;2598;13141;0;12891;12491;11161;15142;1;0;D1;OBJ-9
2;2;M;296;0;1;0;NCOM;IDENTITY;5;1;1;2;1;4365;4115;4197;4713;11158;0;11158;11158;7812;15128;1;0;D2;OBJ-3
2;2;M;296;1;0;1;COM;LOCATION;3;0;0;3;1;3497;2930;1200;1416;11943;1799;10144;10144;5183;15144;1;1;D2;OBJ-8
2;2;M;296;1;1;0;COM;IDENTITY;2;1;1;4;1;4397;3831;3531;4047;13426;1150;12026;11843;7027;15121;1;1;D1;OBJ-5
2;2;M;296;1;0;0;COM;NO;1;1;0;5;1;967;900;950;1283;9460;0;7911;7578;7260;15153;1;0;D2;OBJ-12
2;2;M;296;0;0;1;NCOM;LOCATION;6;0;0;6;1;5479;5479;4764;4764;12359;1033;11076;10643;8277;15119;1;1;D1;OBJ-2
2;2;M;296;1;1;0;COM;IDENTITY;2;0;0;7;2;5195;5195;2731;2731;10102;933;9002;8819;6394;15146;1;1;D1;OBJ-6
2;2;M;296;1;0;0;COM;NO;1;0;1;8;2;3065;2532;2549;3132;9028;0;6230;6230;2532;10621;1;0;D2;OBJ-11
2;2;M;296;0;0;1;NCOM;LOCATION;6;1;1;9;2;999;999;1016;1016;12791;466;12325;12008;4449;15142;1;1;D1;OBJ-1
2;2;M;296;1;0;1;COM;LOCATION;3;1;1;10;2;3398;3398;3398;3398;7544;0;7477;7277;6748;15116;1;0;D2;OBJ-7
2;2;M;296;0;1;0;NCOM;IDENTITY;5;0;0;11;2;4562;4096;950;1533;12893;4347;8546;8196;4962;15149;1;1;D2;OBJ-4
2;2;M;296;0;0;0;NCOM;NO;4;1;0;12;2;1766;1649;1699;1932;10693;0;10693;10693;2598;13244;1;0;D1;OBJ-10
2;3;M;276;1;1;0;COM;IDENTITY;2;1;1;1;1;3364;2365;2148;4613;8144;633;6662;6662;5763;15121;1;1;D1;OBJ-5
2;3;M;276;1;0;0;COM;NO;1;0;0;2;1;3529;849;866;1049;8529;1583;6630;6630;2680;15115;1;1;D1;OBJ-10
2;3;M;276;0;0;1;NCOM;LOCATION;6;0;1;3;1;3198;2915;1649;1649;8328;0;8161;8161;3681;15146;1;0;D2;OBJ-15
2;3;M;276;0;0;0;NCOM;NO;4;1;1;4;1;1183;533;533;800;5981;566;4766;3949;2015;15141;1;1;D2;OBJ-11
2;3;M;276;1;0;1;COM;LOCATION;3;1;0;5;1;2549;1032;883;1365;6929;0;5114;4549;2132;15123;1;0;D1;OBJ-14
2;3;M;276;0;1;0;NCOM;IDENTITY;5;0;0;6;1;1465;899;899;1199;6947;800;5048;4415;899;15117;1;1;D2;OBJ-8
2;3;M;276;0;0;1;NCOM;LOCATION;6;1;0;7;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;15148;0;0;D2;OBJ-16
2;3;M;276;1;0;0;COM;NO;1;1;1;8;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;15129;0;0;D1;OBJ-9
2;3;M;276;0;1;0;NCOM;IDENTITY;5;1;1;9;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;15136;0;0;D2;OBJ-7
2;3;M;276;0;0;0;NCOM;NO;4;0;0;10;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;15151;0;0;D2;OBJ-12
2;3;M;276;1;0;1;COM;LOCATION;3;0;1;11;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;15071;0;0;D1;OBJ-13
2;3;M;276;1;1;0;COM;IDENTITY;2;0;0;12;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;15153;0;0;D1;OBJ-6
2;4;F;293;0;0;1;NCOM;LOCATION;6;0;0;1;1;7563;4564;1999;2798;12725;949;11593;11276;6296;15141;1;1;D1;OBJ-10
2;4;F;293;1;0;1;COM;LOCATION;3;1;0;2;1;4815;4165;1916;2232;9893;0;7028;6878;4199;13041;1;0;D2;OBJ-2
2;4;F;293;1;1;0;COM;IDENTITY;2;1;1;3;1;6395;5762;3015;3981;8945;1666;7279;6979;5762;10447;1;1;D2;OBJ-15
2;4;F;293;0;0;0;NCOM;NO;4;0;0;4;1;5147;2098;1433;3081;11292;1815;8195;7812;2765;13564;1;1;D2;OBJ-12
2;4;F;293;0;1;0;NCOM;IDENTITY;5;1;1;5;1;1866;1866;1832;1832;11823;883;10940;10940;1866;9086;1;1;D1;OBJ-13
2;4;F;293;1;0;0;COM;NO;1;0;1;6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;15158;0;0;D2;OBJ-3
2;4;F;293;0;0;1;NCOM;LOCATION;6;1;1;7;2;4831;4531;1416;4913;13940;550;13273;13273;5364;15142;1;1;D1;OBJ-9
2;4;F;293;1;1;0;COM;IDENTITY;2;0;0;8;2;6179;5579;2165;2165;13573;7062;6161;6161;5729;15146;1;1;D2;OBJ-16
2;4;F;293;1;0;1;COM;LOCATION;3;0;1;9;2;5964;4497;1649;2082;11360;0;10910;10910;4497;13369;1;0;D1;OBJ-1
2;4;F;293;0;0;0;NCOM;NO;4;1;1;10;2;3646;2781;1766;2066;10278;2282;7263;7046;2781;10003;1;1;D2;OBJ-11
2;4;F;293;1;0;0;COM;NO;1;1;0;11;2;4113;2265;832;1366;8544;0;6096;5663;2265;10673;1;0;D2;OBJ-4
2;4;F;293;0;1;0;NCOM;IDENTITY;5;0;0;12;2;3781;3298;2432;2915;8111;1632;6196;5979;3298;7967;1;1;D1;OBJ-14
2;6;F;298;0;0;1;NCOM;LOCATION;6;1;0;1;1;4148;2166;2182;2182;8745;0;5848;5848;3848;12650;1;0;D1;OBJ-10
2;6;F;298;1;1;0;COM;IDENTITY;2;1;1;2;1;8933;2298;2398;2398;4580;2165;2332;2099;8049;15147;1;1;D2;OBJ-7
2;6;F;298;0;1;0;NCOM;IDENTITY;5;0;0;3;1;3098;3098;3098;3098;9095;1649;7146;6929;8644;15154;1;1;D1;OBJ-2
2;6;F;298;1;0;0;COM;NO;1;0;0;4;1;1067;850;833;1832;8594;2664;5830;5830;1633;9231;1;1;D2;OBJ-4
2;6;F;298;0;0;0;NCOM;NO;4;1;1;5;1;4364;3665;866;1483;13842;867;12975;12975;3665;12056;1;1;D1;OBJ-5
2;6;F;298;1;0;1;COM;LOCATION;3;0;1;6;1;3548;2665;2265;2665;11476;0;6896;6896;6295;15155;1;0;D2;OBJ-11
2;6;F;298;0;1;0;NCOM;IDENTITY;5;1;1;7;2;1782;1116;1116;1915;11427;1800;9294;9060;4747;15107;1;1;D1;OBJ-1
2;6;F;298;1;1;0;COM;IDENTITY;2;0;0;8;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;7521;0;0;D2;OBJ-8
2;6;F;298;1;0;1;COM;LOCATION;3;1;0;9;2;866;866;866;866;3249;0;2433;2433;3480;15138;1;0;D2;OBJ-12
2;6;F;298;0;0;0;NCOM;NO;4;0;0;10;2;7112;6962;1716;1716;11359;2481;8878;8512;6962;15170;1;1;D1;OBJ-6
2;6;F;298;0;0;1;NCOM;LOCATION;6;0;1;11;2;3348;2882;1365;1882;8829;0;5565;5565;2882;9877;1;0;D1;OBJ-9
2;6;F;298;1;0;0;COM;NO;1;1;1;12;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;8811;0;0;D2;OBJ-3
2;7;M;298;1;0;0;COM;NO;1;1;1;1;1;4197;2731;1016;3564;12275;2097;9978;9978;3614;13548;1;1;D1;OBJ-1
2;7;M;298;0;0;1;NCOM;LOCATION;6;0;1;2;1;6878;4563;1366;3215;14024;0;13208;13208;4563;13212;1;0;D2;OBJ-7
2;7;M;298;1;1;0;COM;IDENTITY;2;0;0;3;1;3982;2782;1299;3564;13957;1183;12224;12224;2782;8315;1;1;D2;OBJ-16
2;7;M;298;0;1;0;NCOM;IDENTITY;5;1;0;4;1;4331;3265;1016;4797;11944;0;10561;10411;3265;11160;1;0;D1;OBJ-6
2;7;M;298;1;0;1;COM;LOCATION;3;1;1;5;1;2999;1916;849;3497;13574;583;12808;9927;3831;15098;1;1;D1;OBJ-13
2;7;M;298;0;0;0;NCOM;NO;4;0;0;6;1;2716;1466;866;3047;13528;617;12911;12145;1466;7603;1;1;D2;OBJ-4
2;7;M;298;0;0;0;NCOM;NO;4;1;1;7;2;2466;1366;832;2682;13591;566;12658;10343;1366;6919;1;1;D2;OBJ-3
2;7;M;298;0;1;0;NCOM;IDENTITY;5;0;1;8;2;1582;1399;783;1983;13791;0;12159;10493;5595;15133;1;0;D1;OBJ-5
2;7;M;298;1;0;1;COM;LOCATION;3;0;0;9;2;2031;1898;949;2281;13142;716;12426;10477;3647;11397;1;1;D1;OBJ-14
2;7;M;298;1;1;0;COM;IDENTITY;2;1;1;10;2;6429;6029;716;3548;13657;333;13324;11276;7112;15141;1;1;D2;OBJ-15
2;7;M;298;1;0;0;COM;NO;1;0;0;11;2;3480;3163;233;983;11011;2848;7964;6181;3163;11772;1;1;D1;OBJ-2
2;7;M;298;0;0;1;NCOM;LOCATION;6;1;0;12;2;1582;1382;516;1748;11876;0;11193;8811;2065;8827;1;0;D2;OBJ-8
2;8;F;301;0;0;1;NCOM;LOCATION;6;0;1;1;1;4997;4397;2881;3514;14157;0;12358;12358;7662;15163;1;0;D1;OBJ-9
2;8;F;301;1;1;0;COM;IDENTITY;2;1;1;2;1;5781;5381;2415;2415;10842;1066;8944;8493;5381;11517;1;1;D2;OBJ-3
2;8;F;301;1;0;0;COM;NO;1;0;0;3;1;9202;8153;2115;3897;9478;0;9478;8345;8153;15149;1;0;D2;OBJ-8
2;8;F;301;0;0;0;NCOM;NO;4;1;1;4;1;7311;6129;366;3714;8377;283;8094;7911;6129;15143;1;1;D1;OBJ-5
2;8;F;301;1;0;1;COM;LOCATION;3;1;0;5;1;3348;2182;1599;2315;12959;0;9029;8313;4398;15149;1;0;D2;OBJ-12
2;8;F;301;0;1;0;NCOM;IDENTITY;5;0;0;6;1;3481;3082;2199;2665;9925;2032;7893;7543;4238;15131;1;1;D1;OBJ-2
2;8;F;301;0;0;0;NCOM;NO;4;0;0;7;2;9865;3366;1783;5513;10425;2381;7844;7627;8714;15150;1;1;D1;OBJ-6
2;8;F;301;1;0;1;COM;LOCATION;3;0;1;8;2;4797;3997;2032;5713;10361;0;10128;10128;3997;9248;1;0;D2;OBJ-11
2;8;F;301;0;1;0;NCOM;IDENTITY;5;1;1;9;2;2267;1067;1100;1649;9343;0;8910;8210;1067;9859;1;0;D1;OBJ-1
2;8;F;301;1;0;0;COM;NO;1;1;1;10;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;15145;0;0;D2;OBJ-7
2;8;F;301;1;1;0;COM;IDENTITY;2;0;0;11;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;15138;0;0;D2;OBJ-4
2;8;F;301;0;0;1;NCOM;LOCATION;6;1;0;12;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;15126;0;0;D1;OBJ-10
2;9;M;292;1;1;0;COM;IDENTITY;2;1;1;1;1;5962;5646;4797;4797;8844;1832;7012;6829;6862;15121;1;1;D1;OBJ-5
2;9;M;292;1;0;1;COM;LOCATION;3;0;0;2;1;4315;3565;1982;2848;7996;1433;6563;6563;3565;8466;1;1;D1;OBJ-10
2;9;M;292;0;1;0;NCOM;IDENTITY;5;0;1;3;1;3947;3947;1999;1999;11441;0;10342;9676;3947;13965;1;0;D2;OBJ-15
2;9;M;292;0;0;0;NCOM;NO;4;1;1;4;1;2432;1849;1299;1849;10527;1649;8878;8628;1849;6760;1;1;D2;OBJ-11
2;9;M;292;1;0;0;COM;NO;1;1;0;5;1;1982;1782;1066;1066;7911;0;3597;3597;1782;7478;1;0;D1;OBJ-14
2;9;M;292;0;0;1;NCOM;LOCATION;6;0;0;6;1;4847;4564;3980;4313;9676;1182;8494;8311;5230;13934;1;1;D2;OBJ-8
2;9;M;292;0;1;0;NCOM;IDENTITY;5;1;0;7;2;966;966;966;966;7693;0;4846;4113;6046;15145;1;0;D2;OBJ-16
2;9;M;292;1;0;1;COM;LOCATION;3;1;1;8;2;3047;2564;1099;3231;8110;2549;5195;5012;2564;7456;1;1;D1;OBJ-9
2;9;M;292;0;0;1;NCOM;LOCATION;6;1;1;9;2;6495;6495;3198;5413;6730;1183;5547;5547;9360;15134;1;1;D2;OBJ-7
2;9;M;292;0;0;0;NCOM;NO;4;0;0;10;2;4748;3682;1366;1766;9894;2965;6779;6296;5848;15157;1;1;D2;OBJ-12
2;9;M;292;1;0;0;COM;NO;1;0;1;11;2;1615;1299;783;1732;13757;0;10393;10393;2281;15093;1;0;D1;OBJ-13
2;9;M;292;1;1;0;COM;IDENTITY;2;0;0;12;2;3931;3931;3931;3931;9627;6480;2415;2415;3931;7879;1;1;D1;OBJ-6
2;10;F;288;1;1;0;COM;IDENTITY;2;0;0;1;1;4597;4014;3797;4397;12308;716;11592;10559;4014;10468;1;1;D1;OBJ-10
2;10;F;288;0;1;0;NCOM;IDENTITY;5;1;0;2;1;3430;3064;1615;3564;6599;0;6432;5682;4063;11448;1;0;D2;OBJ-2
2;10;F;288;1;0;0;COM;NO;1;1;1;3;1;2731;2298;1765;2914;8794;1598;7196;7096;4180;13071;1;1;D2;OBJ-15
2;10;F;288;1;0;1;COM;LOCATION;3;0;0;4;1;3730;3730;3764;3764;8445;0;8445;7895;5219;15146;1;0;D2;OBJ-12
2;10;F;288;0;0;0;NCOM;NO;4;1;1;5;1;2398;1648;983;2599;5379;749;3930;3930;2564;12950;1;1;D1;OBJ-13
2;10;F;288;0;0;1;NCOM;LOCATION;6;0;1;6;1;2715;2715;2232;2232;8043;0;6028;5845;2715;8069;1;0;D2;OBJ-3
2;10;F;288;1;1;0;COM;IDENTITY;2;1;1;7;2;2299;2299;2315;2315;8875;0;8692;8143;2948;13133;1;0;D1;OBJ-9
2;10;F;288;1;0;0;COM;NO;1;0;0;8;2;1316;1316;1349;1349;6365;483;5466;5016;3097;15142;1;1;D2;OBJ-16
2;10;F;288;0;1;0;NCOM;IDENTITY;5;0;1;9;2;2098;1565;1582;2149;13192;0;11993;10577;1565;5786;1;0;D1;OBJ-1
2;10;F;288;1;0;1;COM;LOCATION;3;1;1;10;2;2115;1799;1382;1382;5014;399;4249;4132;4164;13444;1;1;D2;OBJ-11
2;10;F;288;0;0;1;NCOM;LOCATION;6;1;0;11;2;2032;1416;1433;2082;7079;0;6279;6279;1416;8176;1;0;D2;OBJ-4
2;10;F;288;0;0;0;NCOM;NO;4;0;0;12;2;1866;1266;1266;1866;8626;0;8626;8626;1266;4699;1;0;D1;OBJ-14
2;11;F;293;0;0;0;NCOM;NO;4;0;0;1;1;7530;6863;1315;1748;13156;2681;10475;10475;6863;14569;1;1;D1;OBJ-2
